age,workClass,fnlwgt,education,educNum,mariStat,occup,relationship,origEthn,sex,capitalGain,capitalLoss,hoursWeek,nativCountry,income,LcapitalGain,LcapitalLoss,ageQ,hoursWeekQ
33,Private,169496,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag2,HW2
41,Private,58124,HS-grad,9,Married,Service,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag3,HW2
25,Private,356344,Bachelors,13,Never-Married,Admin,Own-child,White,Female,None,None,40,United-States,incLow,0,0,Ag1,HW2
42,Self-Employed,444134,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,15,United-States,incLow,0,0,Ag4,HW1
34,Private,219619,HS-grad,9,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,incLow,0,0,Ag3,HW2
27,Other-Govt,331046,Bachelors,13,Never-Married,Professional,Not-in-family,White,Female,None,None,45,United-States,incLow,0,0,Ag2,HW3
24,Private,100345,Bachelors,13,Never-Married,Professional,Own-child,White,Male,None,None,20,United-States,incLow,0,0,Ag1,HW1
23,Private,205653,Bachelors,13,Never-Married,Blue-Collar,Own-child,White,Male,None,None,30,United-States,incLow,0,0,Ag1,HW1
33,Private,112383,HS-Graduate,10,Married,Professional,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag2,HW2
58,Self-Employed,21626,Associates,11,Not-Married,Sales,Not-in-family,White,Male,cgLow,None,56,United-States,incLow,7.69757534680234,0,Ag5,HW3
25,Private,135568,Dropout,5,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
44,Private,190532,Masters,14,Never-Married,Professional,Not-in-family,White,Female,None,None,55,United-States,incLow,0,0,Ag4,HW3
53,Federal-Govt,266598,HS-grad,9,Married,Professional,Husband,White,Male,None,None,40,United-States,incHigh,0,0,Ag5,HW2
38,Other-Govt,116608,HS-grad,9,Married,Admin,Wife,White,Female,None,None,35,United-States,incHigh,0,0,Ag3,HW1
36,Private,353263,Bachelors,13,Never-Married,Professional,Not-in-family,White,Female,None,None,45,United-States,incHigh,0,0,Ag3,HW3
25,Other-Govt,157617,HS-grad,9,Never-Married,White-Collar,Not-in-family,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
54,Federal-Govt,21698,Bachelors,13,Not-Married,White-Collar,Unmarried,White,Female,None,None,40,United-States,incLow,0,0,Ag5,HW2
31,Private,77143,Dropout,8,Not-Married,Blue-Collar,Unmarried,Black,Male,None,None,40,United-States,incLow,0,0,Ag2,HW2
18,Other-Govt,342852,HS-grad,9,Never-Married,Admin,Own-child,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
40,Private,176602,HS-grad,9,Not-Married,Service,Not-in-family,Black,Male,None,None,40,United-States,incLow,0,0,Ag3,HW2
26,Private,146343,HS-Graduate,10,Married,Sales,Wife,Black,Female,None,None,40,United-States,incLow,0,0,Ag1,HW2
33,Private,221966,Bachelors,13,Never-Married,Professional,Not-in-family,White,Male,cgLow,None,50,United-States,incLow,7.69757534680234,0,Ag2,HW3
22,Private,215546,Associates,12,Never-Married,White-Collar,Not-in-family,White,Male,None,None,55,United-States,incLow,0,0,Ag1,HW3
50,Other-Govt,173020,HS-Graduate,10,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag4,HW2
44,Private,252202,HS-grad,9,Not-Married,Admin,Not-in-family,White,Female,None,None,40,United-States,incLow,0,0,Ag4,HW2
37,Private,497300,HS-grad,9,Never-Married,Service,Unmarried,Black,Male,None,None,40,United-States,incLow,0,0,Ag3,HW2
34,Self-Employed,426431,Bachelors,13,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag3,HW2
45,Federal-Govt,162410,HS-Graduate,10,Widowed,Other-occups,Not-in-family,White,Female,None,None,45,United-States,incHigh,0,0,Ag4,HW3
25,Private,190350,Dropout,6,Married,Service,Own-child,White,Female,None,None,35,United-States,incLow,0,0,Ag1,HW1
20,Private,194504,HS-Graduate,10,Not-Married,Sales,Unmarried,Black,Female,None,None,40,United-States,incLow,0,0,Ag1,HW2
46,Federal-Govt,110884,HS-grad,9,Never-Married,Admin,Not-in-family,Amer-Indian,Male,None,None,40,United-States,incLow,0,0,Ag4,HW2
26,Private,187652,Associates,12,Never-Married,Other-occups,Own-child,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
45,Private,81400,Dropout,2,Married,Service,Wife,White,Female,None,None,25,South-America,incLow,0,0,Ag4,HW1
57,Private,180920,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incHigh,0,0,Ag5,HW2
28,Private,189186,Associates,11,Never-Married,Sales,Not-in-family,White,Male,None,None,40,United-States,incLow,0,0,Ag2,HW2
36,Private,607848,HS-Graduate,10,Married,Sales,Husband,White,Male,cgHigh,None,45,United-States,incHigh,8.94754601503218,0,Ag3,HW3
32,Private,207301,HS-grad,9,Never-Married,Blue-Collar,Not-in-family,White,Female,None,None,40,United-States,incLow,0,0,Ag2,HW2
29,Private,293073,Bachelors,13,Never-Married,Sales,Not-in-family,White,Male,None,None,50,United-States,incHigh,0,0,Ag2,HW3
36,Private,210452,Bachelors,13,Not-Married,Professional,Unmarried,White,Male,None,None,45,United-States,incLow,0,0,Ag3,HW3
19,Private,41400,HS-grad,9,Never-Married,Blue-Collar,Own-child,White,Male,None,None,30,United-States,incLow,0,0,Ag1,HW1
27,Private,164170,Bachelors,13,Never-Married,Other-occups,Unmarried,Asian,Female,None,None,20,SE-Asia,incLow,0,0,Ag2,HW1
48,Private,112906,Masters,14,Married,Blue-Collar,Husband,White,Male,None,None,55,United-States,incHigh,0,0,Ag4,HW3
49,Self-Employed,126268,Bachelors,13,Married,Blue-Collar,Husband,White,Male,None,None,50,United-States,incLow,0,0,Ag4,HW3
55,Private,208311,Masters,14,Married,Other-occups,Husband,White,Male,None,clHigh,20,United-States,incHigh,0,7.58984151218266,Ag5,HW1
61,Private,28291,HS-grad,9,Not-Married,Blue-Collar,Not-in-family,White,Female,None,None,82,United-States,incLow,0,0,Ag5,HW3
42,Other-Govt,121998,HS-Graduate,10,Married,White-Collar,Husband,White,Male,cgHigh,None,40,United-States,incHigh,9.61747075940341,0,Ag4,HW2
42,Federal-Govt,31621,Associates,12,Not-Married,Admin,Not-in-family,White,Female,None,None,40,United-States,incLow,0,0,Ag4,HW2
30,Other-Govt,108386,Associates,11,Married,Other-occups,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag2,HW2
32,Self-Employed,134727,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag2,HW2
37,Private,208391,HS-Graduate,10,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incHigh,0,0,Ag3,HW2
35,Private,112271,HS-Graduate,10,Married,Blue-Collar,Husband,White,Male,None,None,45,United-States,incLow,0,0,Ag3,HW3
30,Private,173350,Associates,11,Not-Married,Admin,Not-in-family,White,Female,None,None,40,United-States,incLow,0,0,Ag2,HW2
30,Private,243190,Prof-School,15,Married,Professional,Husband,Asian,Male,None,None,20,British-Commonwealth,incHigh,0,0,Ag2,HW1
55,Private,185436,HS-Graduate,10,Married,White-Collar,Husband,White,Male,None,None,70,United-States,incHigh,0,0,Ag5,HW3
36,Private,290409,HS-Graduate,10,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag3,HW2
33,Private,80058,HS-grad,9,Never-Married,Service,Own-child,White,Male,None,None,48,United-States,incLow,0,0,Ag2,HW3
56,Other-Govt,370045,Bachelors,13,Married,Professional,Husband,White,Male,None,None,40,United-States,incHigh,0,0,Ag5,HW2
26,Private,36936,Associates,11,Married,Blue-Collar,Husband,White,Male,None,clHigh,40,United-States,incLow,0,7.60240133566582,Ag1,HW2
37,Private,231180,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag3,HW2
28,Private,119793,HS-grad,9,Never-Married,Sales,Own-child,White,Male,None,None,60,United-States,incLow,0,0,Ag2,HW3
38,Private,102178,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,50,United-States,incLow,0,0,Ag3,HW3
48,Private,232840,HS-Graduate,10,Widowed,Admin,Unmarried,White,Female,None,None,43,United-States,incLow,0,0,Ag4,HW3
35,Private,33975,Associates,12,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag3,HW2
39,Other-Govt,256997,Bachelors,13,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag3,HW2
64,Private,298301,HS-grad,9,Married,Service,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag5,HW2
22,Private,310380,HS-grad,9,Never-Married,Admin,Unmarried,Black,Female,None,None,40,United-States,incLow,0,0,Ag1,HW2
45,Other-Govt,182100,Bachelors,13,Married,Sales,Husband,White,Male,None,None,40,United-States,incHigh,0,0,Ag4,HW2
27,Private,501172,Dropout,3,Married,Blue-Collar,Husband,White,Male,None,None,40,Latin-America,incLow,0,0,Ag2,HW2
43,Other-Govt,143939,HS-grad,9,Not-Married,Admin,Unmarried,White,Female,None,None,50,United-States,incHigh,0,0,Ag4,HW3
23,Private,85088,HS-Graduate,10,Never-Married,Service,Own-child,White,Female,None,None,37,United-States,incLow,0,0,Ag1,HW1
25,Private,282313,Dropout,6,Never-Married,Blue-Collar,Own-child,Black,Male,None,clLow,40,United-States,incLow,0,7.37963215260955,Ag1,HW2
39,Private,230054,Masters,14,Married,Professional,Husband,White,Male,None,None,50,United-States,incHigh,0,0,Ag3,HW3
63,Private,236338,HS-grad,9,Married,Sales,Wife,White,Female,None,None,35,United-States,incLow,0,0,Ag5,HW1
37,Private,321943,Prof-School,15,Married,Professional,Husband,White,Male,None,None,40,United-States,incHigh,0,0,Ag3,HW2
26,Federal-Govt,218782,HS-grad,9,Married,Admin,Husband,Other,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
33,Private,191385,Bachelors,13,Never-Married,Professional,Not-in-family,White,Male,None,None,40,British-Commonwealth,incLow,0,0,Ag2,HW2
28,Private,126129,HS-Graduate,10,Never-Married,Admin,Not-in-family,White,Female,None,None,40,United-States,incLow,0,0,Ag2,HW2
20,Private,199268,HS-Graduate,10,Never-Married,Service,Own-child,White,Female,None,None,20,United-States,incLow,0,0,Ag1,HW1
34,Private,255693,HS-grad,9,Married,Admin,Wife,White,Female,None,None,20,United-States,incLow,0,0,Ag3,HW1
34,Private,203488,HS-Graduate,10,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag3,HW2
41,Private,203233,HS-grad,9,Married,White-Collar,Husband,White,Male,None,None,40,United-States,incHigh,0,0,Ag3,HW2
38,Private,203836,HS-Graduate,10,Married,Sales,Husband,White,Male,None,None,50,United-States,incHigh,0,0,Ag3,HW3
36,Private,187847,Bachelors,13,Married,White-Collar,Husband,White,Male,cgHigh,None,40,United-States,incHigh,8.94754601503218,0,Ag3,HW2
38,Private,116358,HS-Graduate,10,Married,Service,Husband,Asian,Male,None,None,40,SE-Asia,incLow,0,0,Ag3,HW2
46,Self-Employed,198660,Bachelors,13,Married,Sales,Husband,White,Male,cgHigh,None,72,United-States,incHigh,11.5129254649702,0,Ag4,HW3
43,Self-Employed,89636,Bachelors,13,Married,Sales,Wife,Asian,Female,None,None,60,Euro_2,incLow,0,0,Ag4,HW3
49,Private,120629,HS-Graduate,10,Widowed,Sales,Unmarried,White,Female,None,None,30,United-States,incLow,0,0,Ag4,HW1
26,Other-Govt,150226,Bachelors,13,Never-Married,Professional,Own-child,White,Female,None,None,35,United-States,incLow,0,0,Ag1,HW1
28,Private,137898,HS-grad,9,Not-Married,Admin,Not-in-family,White,Female,None,None,35,United-States,incLow,0,0,Ag2,HW1
54,Self-Employed,146574,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incHigh,0,0,Ag5,HW2
24,Private,142022,HS-Graduate,10,Never-Married,Blue-Collar,Own-child,White,Male,None,None,50,United-States,incLow,0,0,Ag1,HW3
23,Private,284898,HS-Graduate,10,Never-Married,White-Collar,Own-child,White,Male,None,None,30,United-States,incLow,0,0,Ag1,HW1
55,Other-Govt,212448,HS-grad,9,Not-Married,Admin,Not-in-family,White,Female,None,None,40,United-States,incLow,0,0,Ag5,HW2
58,Self-Employed,203039,Dropout,5,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,incLow,0,0,Ag5,HW2
19,Private,105289,Dropout,6,Never-Married,Service,Other-relative,Black,Female,None,None,20,United-States,incLow,0,0,Ag1,HW1
45,Private,242994,HS-Graduate,10,Never-Married,Sales,Not-in-family,White,Male,None,None,52,United-States,incLow,0,0,Ag4,HW3
30,Private,196385,HS-Graduate,10,Married,Blue-Collar,Husband,White,Male,None,None,45,United-States,incHigh,0,0,Ag2,HW3
76,Private,116202,HS-grad,9,Widowed,Service,Unmarried,White,Female,None,None,33,United-States,incLow,0,0,Ag5,HW1
47,Private,140045,HS-grad,9,Not-Married,Admin,Unmarried,White,Female,None,None,40,United-States,incLow,0,0,Ag4,HW2
34,Private,133503,HS-Graduate,10,Not-Married,Blue-Collar,Not-in-family,White,Male,cgLow,None,40,United-States,incLow,7.68478394352278,0,Ag3,HW2
40,Private,226585,HS-Graduate,10,Married,Admin,Wife,White,Female,None,None,35,United-States,incHigh,0,0,Ag3,HW1
24,Private,85041,HS-grad,9,Not-Married,Service,Unmarried,White,Female,None,None,25,United-States,incLow,0,0,Ag1,HW1
30,Private,162442,Bachelors,13,Married,Professional,Wife,White,Female,cgHigh,None,50,United-States,incHigh,8.94754601503218,0,Ag2,HW3
67,Private,279980,HS-Graduate,10,Married,Blue-Collar,Husband,White,Male,cgHigh,None,10,United-States,incHigh,9.26917515769708,0,Ag5,HW1
24,Private,216563,HS-grad,9,Married,Blue-Collar,Wife,White,Female,None,None,40,United-States,incLow,0,0,Ag1,HW2
43,Other-Govt,231964,HS-Graduate,10,Not-Married,Admin,Unmarried,White,Female,None,None,40,United-States,incLow,0,0,Ag4,HW2
29,Private,263855,Dropout,8,Never-Married,Blue-Collar,Unmarried,White,Male,None,None,40,United-States,incLow,0,0,Ag2,HW2
40,Private,124915,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag3,HW2
61,Federal-Govt,178312,HS-Graduate,10,Married,Professional,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag5,HW2
45,Other-Govt,215862,Doctorate,16,Married,White-Collar,Husband,White,Male,cgHigh,None,45,United-States,incHigh,8.94754601503218,0,Ag4,HW3
21,Other-Govt,39236,HS-Graduate,10,Never-Married,Other-occups,Not-in-family,White,Female,None,None,50,United-States,incLow,0,0,Ag1,HW3
58,Private,349910,HS-grad,9,Married,White-Collar,Husband,White,Male,cgHigh,None,40,United-States,incHigh,8.94754601503218,0,Ag5,HW2
52,Private,75839,HS-Graduate,10,Married,Other-occups,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag5,HW2
34,Private,176711,HS-grad,9,Never-Married,Admin,Own-child,White,Male,None,None,40,United-States,incLow,0,0,Ag3,HW2
20,Private,266525,HS-Graduate,10,Never-Married,Professional,Other-relative,Black,Female,cgLow,None,20,United-States,incLow,6.38856140554563,0,Ag1,HW1
46,Private,331776,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag4,HW2
54,Private,111469,HS-Graduate,10,Not-Married,White-Collar,Not-in-family,White,Female,None,None,40,United-States,incLow,0,0,Ag5,HW2
43,Other-Govt,198965,Masters,14,Married,Professional,Husband,White,Male,None,None,40,United-States,incHigh,0,0,Ag4,HW2
25,Private,288185,Dropout,5,Married,Blue-Collar,Husband,White,Male,None,None,40,Latin-America,incLow,0,0,Ag1,HW2
21,Private,198050,Associates,12,Never-Married,Admin,Not-in-family,White,Female,None,None,25,United-States,incLow,0,0,Ag1,HW1
65,Private,242580,HS-Graduate,10,Not-Married,Professional,Not-in-family,White,Male,cgHigh,None,50,United-States,incHigh,9.36554763627857,0,Ag5,HW3
37,Private,173128,HS-grad,9,Not-Married,Service,Not-in-family,White,Male,None,None,40,United-States,incLow,0,0,Ag3,HW2
29,Private,87905,HS-grad,9,Not-Married,Service,Not-in-family,White,Male,cgHigh,None,40,United-States,incHigh,9.26112853880829,0,Ag2,HW2
44,Private,173704,Bachelors,13,Married,White-Collar,Husband,White,Male,None,None,40,United-States,incHigh,0,0,Ag4,HW2
37,Federal-Govt,93225,HS-Graduate,10,Married,Admin,Husband,White,Male,cgHigh,None,40,United-States,incHigh,8.94754601503218,0,Ag3,HW2
38,Private,323269,HS-Graduate,10,Married,Service,Wife,Black,Female,None,None,40,United-States,incLow,0,0,Ag3,HW2
35,Private,158046,HS-Graduate,10,Married,Sales,Husband,White,Male,cgLow,None,70,United-States,incLow,8.51998927871824,0,Ag3,HW3
32,Private,133503,HS-grad,9,Married,Admin,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag2,HW2
44,Self-Employed,172296,HS-Graduate,10,Not-Married,Sales,Unmarried,White,Male,None,None,60,United-States,incLow,0,0,Ag4,HW3
23,Private,176486,HS-Graduate,10,Never-Married,Service,Other-relative,White,Female,None,None,25,United-States,incLow,0,0,Ag1,HW1
25,Self-Employed,182750,Bachelors,13,Never-Married,Sales,Not-in-family,White,Male,None,None,45,United-States,incHigh,0,0,Ag1,HW3
23,Private,82497,HS-Graduate,10,Never-Married,Sales,Own-child,White,Female,None,None,28,United-States,incLow,0,0,Ag1,HW1
47,Private,208872,HS-Graduate,10,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag4,HW2
47,Private,145269,Dropout,7,Not-Married,Blue-Collar,Not-in-family,White,Female,None,None,45,United-States,incLow,0,0,Ag4,HW3
25,Private,19214,HS-grad,9,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
35,Private,149347,HS-Graduate,10,Married,Blue-Collar,Husband,White,Male,None,None,45,United-States,incLow,0,0,Ag3,HW3
50,Private,158294,Associates,11,Married,Other-occups,Husband,White,Male,cgLow,None,40,United-States,incHigh,8.04044688130311,0,Ag4,HW2
47,Private,152073,HS-grad,9,Not-Married,Blue-Collar,Unmarried,White,Female,None,None,40,United-States,incLow,0,0,Ag4,HW2
35,Private,189623,Doctorate,16,Married,White-Collar,Husband,White,Male,None,None,45,United-States,incHigh,0,0,Ag3,HW3
24,Private,341368,HS-grad,9,Never-Married,Admin,Not-in-family,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
21,Private,201603,HS-grad,9,Never-Married,Blue-Collar,Own-child,White,Male,cgLow,None,40,United-States,incLow,7.68570306123455,0,Ag1,HW2
35,Private,270572,Bachelors,13,Not-Married,Professional,Not-in-family,White,Female,None,None,40,United-States,incHigh,0,0,Ag3,HW2
30,Private,285295,Bachelors,13,Married,Service,Wife,Asian,Female,None,None,40,SE-Asia,incLow,0,0,Ag2,HW2
27,Private,373499,Dropout,3,Never-Married,Service,Not-in-family,White,Male,None,None,60,South-America,incLow,0,0,Ag2,HW3
22,Private,244773,HS-grad,9,Never-Married,Sales,Own-child,Black,Female,None,None,15,United-States,incLow,0,0,Ag1,HW1
22,Other-Govt,96862,HS-Graduate,10,Never-Married,Admin,Own-child,White,Female,None,None,40,United-States,incLow,0,0,Ag1,HW2
50,Private,162632,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,2,United-States,incLow,0,0,Ag4,HW1
51,Self-Employed,159755,Associates,11,Married,Other-occups,Husband,White,Male,None,None,38,United-States,incHigh,0,0,Ag5,HW1
27,Private,37088,Bachelors,13,Married,Other-occups,Husband,White,Male,None,None,30,United-States,incLow,0,0,Ag2,HW1
27,Private,335421,Bachelors,13,Never-Married,Professional,Not-in-family,White,Female,None,None,20,United-States,incLow,0,0,Ag2,HW1
20,Other-Govt,349365,HS-grad,9,Never-Married,Service,Not-in-family,White,Female,None,None,40,United-States,incLow,0,0,Ag1,HW2
42,Private,33002,HS-grad,9,Married,White-Collar,Husband,White,Male,None,None,48,United-States,incLow,0,0,Ag4,HW3
32,Private,330715,HS-grad,9,Married,Blue-Collar,Husband,White,Male,cgHigh,None,40,United-States,incHigh,11.5129254649702,0,Ag2,HW2
45,Private,146857,Bachelors,13,Married,White-Collar,Husband,White,Male,None,None,38,United-States,incHigh,0,0,Ag4,HW1
35,Private,275522,Dropout,4,Widowed,Service,Unmarried,White,Female,None,None,80,United-States,incLow,0,0,Ag3,HW3
22,Private,43646,HS-grad,9,Married,Blue-Collar,Own-child,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
34,Private,154548,HS-Graduate,10,Never-Married,Admin,Unmarried,White,Female,None,None,38,United-States,incLow,0,0,Ag3,HW1
28,Private,47907,Bachelors,13,Never-Married,Admin,Not-in-family,White,Female,None,None,40,United-States,incLow,0,0,Ag2,HW2
38,Private,238397,Bachelors,13,Not-Married,Service,Unmarried,White,Female,None,None,24,United-States,incLow,0,0,Ag3,HW1
48,Other-Govt,195949,HS-Graduate,10,Married,Other-occups,Husband,White,Male,None,None,42,United-States,incHigh,0,0,Ag4,HW3
34,Private,349169,Masters,14,Married,Blue-Collar,Husband,White,Male,None,None,40,Latin-America,incLow,0,0,Ag3,HW2
25,Private,158662,HS-grad,9,Married,Admin,Wife,White,Female,None,None,50,United-States,incHigh,0,0,Ag1,HW3
23,Other-Govt,23438,HS-grad,9,Never-Married,Professional,Not-in-family,White,Female,None,None,40,United-States,incLow,0,0,Ag1,HW2
38,Private,107302,HS-Graduate,10,Married,Sales,Husband,White,Male,None,None,60,United-States,incHigh,0,0,Ag3,HW3
43,Private,174196,HS-grad,9,Never-Married,Service,Unmarried,Black,Female,None,None,40,United-States,incLow,0,0,Ag4,HW2
49,Other-Govt,226871,HS-grad,9,Married,Blue-Collar,Husband,Black,Male,None,None,40,United-States,incHigh,0,0,Ag4,HW2
23,Private,124971,HS-Graduate,10,Not-Married,Admin,Not-in-family,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
57,Private,214061,HS-grad,9,Not-Married,Admin,Not-in-family,White,Female,None,None,40,United-States,incLow,0,0,Ag5,HW2
24,Private,441700,Bachelors,13,Never-Married,Other-occups,Own-child,White,Male,None,None,40,United-States,incLow,0,0,Ag1,HW2
44,Self-Employed,104892,HS-Graduate,10,Married,Blue-Collar,Husband,White,Male,None,None,58,United-States,incHigh,0,0,Ag4,HW3
34,Private,234386,Associates,12,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,50,United-States,incLow,0,0,Ag3,HW3
29,Other-Govt,188278,HS-Graduate,10,Married,Professional,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag2,HW2
29,Private,244395,Dropout,7,Never-Married,Service,Unmarried,Black,Female,None,None,40,United-States,incLow,0,0,Ag2,HW2
35,Private,30916,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,50,United-States,incHigh,0,0,Ag3,HW3
48,Private,219565,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag4,HW2
38,Private,377486,HS-grad,9,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,36,United-States,incLow,0,0,Ag3,HW1
42,Other-Govt,137232,HS-grad,9,Not-Married,Other-occups,Unmarried,White,Female,None,None,50,United-States,incLow,0,0,Ag4,HW3
53,Private,233369,HS-Graduate,10,Widowed,White-Collar,Unmarried,White,Female,None,None,40,United-States,incLow,0,0,Ag5,HW2
29,Private,71067,Prof-School,15,Never-Married,Professional,Not-in-family,White,Female,None,None,55,United-States,incLow,0,0,Ag2,HW3
59,Private,195176,Bachelors,13,Married,Sales,Husband,White,Male,None,None,72,United-States,incLow,0,0,Ag5,HW3
31,Private,98639,HS-grad,9,Never-Married,Blue-Collar,Unmarried,White,Male,None,None,40,United-States,incLow,0,0,Ag2,HW2
34,Private,183778,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag3,HW2
51,Private,123011,Bachelors,13,Not-Married,White-Collar,Not-in-family,White,Male,None,clHigh,50,United-States,incHigh,0,7.84776253747361,Ag5,HW3
25,Private,164938,HS-grad,9,Never-Married,Blue-Collar,Own-child,White,Male,cgLow,None,40,United-States,incLow,8.39321601159653,0,Ag1,HW2
30,Private,206046,HS-grad,9,Married,Blue-Collar,Husband,White,Male,None,clLow,40,United-States,incHigh,0,7.52240023138712,Ag2,HW2
46,Private,81497,HS-grad,9,Not-Married,Blue-Collar,Not-in-family,White,Female,None,None,48,United-States,incLow,0,0,Ag4,HW3
45,Private,189225,HS-grad,9,Never-Married,Service,Unmarried,Black,Female,None,None,40,United-States,incLow,0,0,Ag4,HW2
23,Private,141264,HS-Graduate,10,Never-Married,White-Collar,Other-relative,Black,Female,None,None,40,United-States,incLow,0,0,Ag1,HW2
33,Private,97939,Associates,12,Not-Married,Blue-Collar,Not-in-family,White,Female,None,None,42,United-States,incLow,0,0,Ag2,HW3
44,Private,160829,Bachelors,13,Married,Other-occups,Wife,White,Female,None,None,20,United-States,incHigh,0,0,Ag4,HW1
25,Private,483822,HS-grad,9,Never-Married,Service,Own-child,White,Male,None,None,40,South-America,incLow,0,0,Ag1,HW2
48,Other-Govt,148738,HS-Graduate,10,Not-Married,Service,Own-child,White,Male,None,None,40,United-States,incLow,0,0,Ag4,HW2
23,Private,289982,HS-grad,9,Never-Married,Sales,Not-in-family,White,Female,None,None,40,United-States,incLow,0,0,Ag1,HW2
33,Self-Employed,58702,Associates,11,Married,Professional,Wife,White,Female,cgLow,None,50,United-States,incHigh,8.04044688130311,0,Ag2,HW3
20,Private,146706,HS-Graduate,10,Married,Sales,Other-relative,White,Female,None,None,30,United-States,incLow,0,0,Ag1,HW1
23,Private,420973,Bachelors,13,Never-Married,Professional,Not-in-family,White,Female,None,None,40,United-States,incLow,0,0,Ag1,HW2
71,Private,124959,HS-grad,9,Widowed,Admin,Not-in-family,White,Female,None,None,40,United-States,incLow,0,0,Ag5,HW2
22,Other-Govt,121471,Bachelors,13,Never-Married,Professional,Not-in-family,White,Female,None,None,40,United-States,incLow,0,0,Ag1,HW2
36,Private,198237,Bachelors,13,Married,Professional,Husband,White,Male,cgHigh,None,50,United-States,incHigh,9.61747075940341,0,Ag3,HW3
27,Private,280758,Dropout,7,Never-Married,Blue-Collar,Other-relative,White,Male,None,None,60,United-States,incLow,0,0,Ag2,HW3
40,Private,191544,HS-grad,9,Never-Married,Service,Not-in-family,White,Female,None,None,35,United-States,incLow,0,0,Ag3,HW1
30,Private,261023,HS-Graduate,10,Not-Married,Blue-Collar,Unmarried,White,Male,None,None,50,United-States,incLow,0,0,Ag2,HW3
30,Other-Govt,231043,Associates,11,Married,Other-occups,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag2,HW2
30,Private,340917,HS-Graduate,10,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,incLow,0,0,Ag2,HW2
35,Private,167140,Bachelors,13,Married,Professional,Husband,White,Male,cgLow,None,40,United-States,incLow,8.51998927871824,0,Ag3,HW2
39,Private,370795,HS-grad,9,Never-Married,Admin,Unmarried,Black,Female,None,None,40,United-States,incLow,0,0,Ag3,HW2
39,Federal-Govt,209609,HS-grad,9,Married,Admin,Husband,White,Male,None,None,50,United-States,incLow,0,0,Ag3,HW3
74,Private,209454,Dropout,3,Married,Blue-Collar,Husband,Black,Male,None,None,40,United-States,incLow,0,0,Ag5,HW2
32,Self-Employed,78530,HS-Graduate,10,Married,White-Collar,Husband,White,Male,cgHigh,None,50,United-States,incHigh,9.61747075940341,0,Ag2,HW3
