"classe" "X" "Y"
"1242" "0" -0.262265558 2.0233512688
"1243" "0" 0.1126020926 2.1223121315
"1244" "1" 0.1712759019 0.0330378324
"1245" "1" 1.74120488 -0.6773920231
"1246" "1" 1.3562576746 1.2204378603
"1247" "1" 0.5229714359 0.0327692352
"1248" "1" -0.4996650434 -0.364706468
"1249" "0" 1.8402645494 1.3804171347
"1250" "0" 1.8485647993 0.1493042349
"1251" "1" 0.5393548111 2.6467137907
"1252" "1" 0.2949351541 -0.6089271209
"1253" "1" 1.1622489135 -0.6026591779
"1254" "0" 2.0966945905 1.4976239712
"1255" "0" 1.9893152396 0.2704115516
"1256" "1" -1.3804313052 -0.2354544239
"1257" "0" 0.0144576468 0.0656860825
"1258" "1" -0.2915546041 -0.0456472094
"1259" "0" -0.0931773061 1.9081740562
"1260" "0" 2.0155573408 -0.9986119323
"1261" "0" 0.2014800157 1.9876669026
"1262" "1" 1.65294925 -0.5966986281
"1263" "1" -0.4247344825 0.1876906596
"1264" "1" 0.862029715 0.3856027905
"1265" "0" -0.2858735485 1.8452682816
"1266" "1" 1.1886315575 -2.293640564
"1267" "0" 2.164871382 1.2954801696
"1268" "0" 0.1795093795 0.1988500416
"1269" "0" 1.9168810998 2.2787325441
"1270" "1" 0.8045049011 0.2920270815
"1271" "1" 0.8033210071 1.9792313728
"1272" "1" 1.0795603816 -0.8002460951
"1273" "0" 1.9330789865 0.7351507051
"1274" "0" 1.9860785205 1.8537573132
"1275" "1" 2.3835846975 -0.9357868215
"1276" "0" 2.0331778654 0.3503290189
"1277" "1" 0.7512651073 1.0747437546
"1278" "0" 0.2456590938 2.205491669
"1279" "0" 1.9154540754 2.0909412857
"1280" "0" -0.2500472901 1.7827726348
"1281" "0" 2.193926732 0.7495416993
"1282" "1" 0.2955987698 -1.3358914103
"1283" "0" -0.1754376211 1.7955366348
"1284" "0" 0.2691196764 2.1796692705
"1285" "0" 2.1933624875 0.3438770226
"1286" "0" -0.1783707277 2.0632608333
"1287" "1" 1.8598122225 -1.0780963309
"1288" "1" 1.1053354348 -1.5400265002
"1289" "0" 1.9088043508 0.9092197658
"1290" "1" 0.4611909079 0.2717943164
"1291" "0" 2.3589748248 1.2581520211
"1292" "0" 2.1905897995 0.6593430053
"1293" "1" 1.9129276062 -0.9156083431
"1294" "0" 0.3430242828 1.9354353406
"1295" "0" 0.1361453167 -0.0869389033
"1296" "0" 2.1142730276 1.9503629643
"1297" "1" -1.4120766706 0.7762522499
"1298" "0" 0.456860041 1.946155341
"1299" "1" -0.8966595791 -0.2593315746
"1300" "1" -0.1680134898 1.2710194552
"1301" "1" -0.1350966251 1.07806248
"1302" "0" 0.0847573339 0.340303574
"1303" "1" 0.1711370604 -1.3333101867
"1304" "1" -0.1453792602 -0.8661865913
"1305" "1" -0.3202084411 -0.4599634797
"1306" "0" 1.8978790449 0.576069622
"1307" "1" -0.0397202803 -1.5422790707
"1308" "1" -0.3363629841 -0.3142246048
"1309" "0" 1.8850287049 3.0612081021
"1310" "1" 0.6726767764 0.1956967056
"1311" "1" 0.1084459989 1.2157413197
"1312" "1" -0.9408223497 -0.8960123697
"1313" "1" 0.1348434815 -0.5789445607
"1314" "1" -0.526323878 -1.1702322743
"1315" "0" 1.8436973255 2.3886934413
"1316" "0" 1.5919773797 1.449671302
"1317" "0" -0.0913751914 0.0301179176
"1318" "0" -0.4397398542 1.8762284305
"1319" "0" -0.1162338242 -0.2619082816
"1320" "0" 2.3000543956 0.9418202392
"1321" "1" 0.5272092831 -0.7735206635
"1322" "0" 1.8290428899 2.2912800746
"1323" "0" 1.6935231273 2.0694894153
"1324" "1" 0.538911664 -0.7170732294
"1325" "0" -0.3605117937 0.0471440975
"1326" "1" 0.2746802838 -1.373799236
"1327" "0" 1.7620169698 1.4569900792
"1328" "0" 0.1424051019 1.7925270434
"1329" "1" 1.5708082423 -0.6015012954
"1330" "0" -0.0986918583 -0.1111943139
"1331" "0" 1.8046760231 0.9021317868
"1332" "0" 2.1216103882 0.9181352481
"1333" "1" -0.2560422713 -0.2612127959
"1334" "1" 0.4716313617 0.8082459109
"1335" "0" 0.0066735612 2.2145854657
"1336" "1" -0.5524008195 -1.2020712174
"1337" "0" 0.201076005 0.1819398421
"1338" "0" 1.9841364884 -0.0647352976
"1339" "0" 2.2753133975 3.0997783621
"1340" "1" -0.6583236196 -0.0492802864
"1341" "0" -0.0139035143 2.0642536812
"1342" "1" -1.090519454 0.4711892707
"1343" "1" 0.7537753524 -1.2089004963
"1344" "1" 0.0215209662 -1.1073641739
"1345" "1" -0.8773718495 -1.3394877327
"1346" "0" -0.1067462108 2.2805686903
"1347" "0" 0.1774136783 0.1438569898
"1348" "0" -0.2738081803 0.0399727236
"1349" "0" 2.3372200956 1.7097755327
"1350" "0" 1.7175846659 1.7762522499
"1351" "1" -1.1945506433 0.7639415847
"1352" "1" -2.2521926709 1.5271489646
"1353" "1" 0.0625510106 -0.8738613095
"1354" "1" 1.4206931594 -0.2913874538
"1355" "1" -1.2058949302 0.6342703244
"1356" "1" 0.7570612863 -0.7847148167
"1357" "0" 2.2856927694 0.6212500928
"1358" "0" 1.6170249661 -0.6140742451
"1359" "0" 0.0758507161 2.0421649382
"1360" "1" 0.0539927481 0.0893933188
"1361" "1" -0.3892707546 0.4802688239
"1362" "1" 0.421415568 1.273767226
"1363" "0" -0.2721298159 -0.2525135809
"1364" "1" -0.4772282874 0.6526358386
"1365" "1" -0.38818529 -0.0302657239
"1366" "1" -0.3288583706 1.1175733028
"1367" "1" 1.9503012152 -0.2176817591
"1368" "1" -0.3577296456 -0.5603628767
"1369" "1" -1.4555022082 1.4962722685
"1370" "0" -0.0572044232 1.8063844458
"1371" "0" 0.1094001683 0.2318114644
"1372" "0" 0.1613192585 -0.2112778154
"1373" "0" 2.2664404235 -0.190788518
"1374" "0" -0.2868304143 0.2038434043
"1375" "0" 1.7189494063 2.7281083593
"1376" "0" 1.920235759 0.7995957902
"1377" "1" -0.592371211 -0.4959248017
"1378" "0" -0.1207071255 2.3282365819
"1379" "0" 2.0353045203 0.6087959338
"1380" "0" -0.114524669 1.8783184742
"1381" "1" 0.6152135739 1.3227415352
"1382" "1" -0.1385257354 0.427296365
"1383" "0" 0.285137202 2.4176237686
"1384" "1" -0.529117213 1.9663405877
"1385" "0" -0.2318267134 0.2039245916
"1386" "0" 1.8711712922 0.4890761924
"1387" "0" 1.7299760381 1.3751965951
"1388" "0" -0.0792696903 1.8902607748
"1389" "1" 0.1677691565 -1.3338993706
"1390" "1" 0.2600378349 0.9358229662
"1391" "0" -0.2079576115 2.3577002882
"1392" "1" -0.9182363212 2.037224366
"1393" "0" 0.4609618161 2.0749428827
"1394" "0" 0.0630091841 2.2014217672
"1395" "0" 0.319658848 0.1101884902
"1396" "0" -0.2283284621 2.2245412845
"1397" "0" 2.0140152698 0.9815461
"1398" "1" 1.2951938904 1.6220997133
"1399" "1" -0.2839393252 -0.6142458035
"1400" "0" -0.153936985 -0.0654401036
"1401" "1" 1.4837569358 0.1424469679
"1402" "0" 1.5810145221 1.0596540008
"1403" "1" -1.5935637027 -0.2665733302
"1404" "1" 1.0438229797 1.4390439754
"1405" "1" -1.5641185763 0.7803499616
"1406" "1" 0.0856869925 1.9969517027
"1407" "0" 1.8684116736 0.5373355892
"1408" "0" 1.7968842466 0.0383498235
"1409" "0" 0.1523844421 -0.0324348019
"1410" "1" 0.2092610423 -0.6555815086
"1411" "1" -0.4667825523 -0.3372492621
"1412" "0" 0.3433427292 1.7148650779
"1413" "0" 0.34291741 1.8289746077
"1414" "1" 0.6245795045 -1.3236221776
"1415" "1" 0.3208538001 -0.4265633328
"1416" "1" 1.0215693371 0.5612956498
"1417" "0" 1.9321105563 0.7699576167
"1418" "0" 0.1846500668 2.3530578427
"1419" "0" 2.1148566909 -0.0915842418
"1420" "0" 2.3358238028 1.0761963919
"1421" "1" 1.6355111232 0.290013023
"1422" "0" 1.7778629523 0.0281939621
"1423" "1" 0.8349193858 -1.2256382167
"1424" "1" -0.4706170447 -0.4735415537
"1425" "1" -1.1683217498 -1.1274201757
"1426" "1" -1.2711884585 0.8094071974
"1427" "1" -0.2649146643 0.42383668
"1428" "0" 0.0993306585 1.8662900082
"1429" "0" 0.2484043348 0.1263964976
"1430" "1" 1.227131587 0.7634909778
"1431" "0" 0.1589288784 -0.1393373723
"1432" "0" -0.0689680062 -0.1585493862
"1433" "1" -0.9513948328 1.7868589385
"1434" "1" 0.3756669476 -1.6993473706
"1435" "1" -1.2482111685 0.2069902348
"1436" "0" 2.2861027932 2.2966284384
"1437" "1" -1.1712265604 0.4859652081
"1438" "1" 0.4470132615 -0.9645328049
"1439" "0" 2.2156016578 0.1639855761
"1440" "1" 0.4481837101 0.0972726352
"1441" "1" -0.0369133984 0.2105966332
"1442" "1" -0.1857063443 -1.4865665682
"1443" "1" -0.2352252547 -0.9683600213
"1444" "1" -0.5119849075 0.1911244607
"1445" "1" 0.7132374383 -0.5179607561
"1446" "1" 0.1965532614 -2.4154878024
"1447" "0" 2.1749768841 3.1536868991
"1448" "0" 0.0844769417 2.0973961818
"1449" "0" 1.992152638 1.826427674
"1450" "1" 0.3977060404 1.047557314
"1451" "1" 2.0332537384 -0.6032695159
"1452" "1" 0.5914374606 0.7251781086
"1453" "1" -0.6989956765 -0.8705158077
"1454" "1" 0.726057599 0.4967785111
"1455" "0" 1.9544266384 0.9579214243
"1456" "0" 2.3848209589 2.0776205754
"1457" "0" 0.0549453723 2.1639686324
"1458" "1" 0.1705170983 0.5004993454
"1459" "0" 2.0747998407 1.2477148223
"1460" "1" -0.067559317 -0.9089843293
"1461" "0" -0.0139502431 0.089704572
"1462" "0" 1.9709622706 1.0130743614
"1463" "0" -0.2098165419 0.0822537045
"1464" "0" 1.9324744287 1.1543803554
"1465" "1" -0.7919948145 0.684403147
"1466" "0" 0.1236526022 2.5043632504
"1467" "1" 1.2594772838 0.3653358889
"1468" "0" 1.8459639341 0.2550816152
"1469" "1" 0.1037080663 0.5952212367
"1470" "0" 0.0489869291 -0.1068573068
"1471" "1" 0.0256632762 1.1402685059
"1472" "1" -1.2236877089 0.4682935858
"1473" "0" -0.3600291432 -0.0945849556
"1474" "1" -1.3287701051 -1.2890452752
"1475" "0" 0.2897601189 2.0850363828
"1476" "1" -1.4816783554 1.7661201511
"1477" "1" 1.2830354633 -0.8921805412
"1478" "1" -1.2389087252 -0.5739901703
"1479" "1" 1.551363767 0.9239882454
"1480" "0" 1.9162399007 0.8759560735
"1481" "0" 2.1601893808 0.1881975667
"1482" "0" 1.9153415151 2.0078345866
"1483" "0" -0.0609848494 -0.0149870247
"1484" "0" 0.2324186893 1.6217610513
"1485" "1" 1.4562096419 0.1097762307
"1486" "0" 2.4175150319 1.2408830056
"1487" "0" 1.8868697643 0.453069447
"1488" "1" -0.2139493794 -0.4414355911
"1489" "0" 2.4375555817 0.4466114998
"1490" "0" 2.0937271334 1.9294177286
"1491" "1" -0.4977281754 1.3558881149
"1492" "1" -0.2040896235 -1.6602378501
"1493" "0" 0.4795352761 -0.0856425756
"1494" "0" 2.1674735273 0.6985291676
"1495" "0" 0.0155135984 1.9181739306
"1496" "0" 2.2076396096 2.1182269429
"1497" "0" 1.9896032928 2.6841651749
"1498" "1" -1.0349264689 0.5072453794
"1499" "1" -0.9322613879 1.6023472093
"1500" "0" 0.0818283481 2.0514379805
"1501" "0" 1.692382874 1.5161964112
"1502" "0" 0.0791806697 1.8606561756
"1503" "1" -0.4959303528 1.5231130983
"1504" "0" 1.9557715762 0.8075791473
"1505" "1" -0.3739847154 0.1005916493
"1506" "0" 0.1994383699 1.9669180398
"1507" "0" 0.2610736462 -0.2250885232
"1508" "1" -0.1988020165 -1.280959329
"1509" "0" 2.4066507477 0.3967304841
"1510" "1" -0.4999474728 2.9120375039
"1511" "0" -0.0553323248 0.0021920436
"1512" "0" 2.3171294664 1.3975334511
"1513" "0" 1.8330368233 -0.3561216984
"1514" "0" 0.1622402636 -0.1995794516
"1515" "0" 1.7912340827 2.2510590139
"1516" "0" 2.2425463171 0.4713761209
"1517" "0" 2.0369708818 0.7248848737
"1518" "0" 1.8820815375 0.3850021455
"1519" "0" 2.0473495885 0.2373292267
"1520" "1" -0.4666380103 0.2362246458
"1521" "1" 0.1848389325 1.2741030048
"1522" "0" 2.2844436025 2.1365959524
"1523" "1" 0.6396451549 -0.8937268051
"1524" "0" -0.3516941002 -0.3256529933
"1525" "1" 1.374118355 0.1397276743
"1526" "1" -1.5693566411 0.5070268982
"1527" "0" 1.9875001233 2.7459098022
"1528" "0" 0.0231091709 1.8693116317
"1529" "0" 0.185289496 2.1943542197
"1530" "0" 2.0286726309 2.2817884086
"1531" "1" -0.7776402701 -0.5125237177
"1532" "1" -0.0547979033 -0.1575886706
"1533" "1" -0.0620761824 0.7848801471
"1534" "0" 2.1062546518 1.5976873621
"1535" "0" -0.0437859624 0.1801613236
"1536" "0" 2.1829019896 0.8423804486
"1537" "0" 2.0900294091 2.7891483701
"1538" "0" -0.2031570387 1.5319816314
"1539" "1" -1.0172323237 1.3023805555
"1540" "1" 0.4427013441 0.9174756017
"1541" "1" 1.4563679042 0.3805353569
"1542" "1" 1.187988693 -1.8693602966
"1543" "0" -0.2595143673 1.8937396237
"1544" "1" -0.8268435123 0.1012278284
"1545" "1" -1.1897538665 2.2642040762
"1546" "1" 0.1828190743 0.1699007011
"1547" "0" 2.0965220532 -0.8403708484
"1548" "0" 2.1193678227 -0.7844642611
"1549" "0" -0.4423946742 -0.1136360802
"1550" "0" 1.8743988758 0.4936944695
"1551" "1" -0.1646106061 -1.4636724028
"1552" "0" -0.1496919964 -0.0712930777
"1553" "1" -0.6553606054 1.0047889733
"1554" "0" -0.382594224 1.9760559859
"1555" "1" -1.5459674867 1.6479041279
"1556" "0" 1.8143758692 0.4277121033
"1557" "1" -1.4411718901 0.3652471455
"1558" "1" -0.5655586518 -1.2372265098
"1559" "1" -0.3353018973 -0.6944536139
"1560" "1" 0.3953954911 -0.023193069
"1561" "1" 0.1716035544 2.0972492305
"1562" "0" 2.1370164534 2.941539538
"1563" "0" 2.0084110673 1.055296163
"1564" "1" -0.0875332259 -0.9940873198
"1565" "0" 0.0158677278 2.2886700539
"1566" "1" -0.4466206358 -1.4977972061
"1567" "0" 1.9989244887 -0.1907692936
"1568" "0" -0.0887330858 -0.0580584644
"1569" "1" 0.0248199673 -0.0121285901
"1570" "0" 0.2045631912 -0.1228820264
"1571" "0" 2.1171605672 0.3773401266
"1572" "0" 2.2534741177 0.9459585732
"1573" "1" -1.9800737992 0.2034178346
"1574" "1" 0.6963881427 -1.3592352346
"1575" "0" 2.5485815163 -0.6219057295
"1576" "0" 1.9399294775 1.7441148222
"1577" "0" 0.2248666331 2.1157673771
"1578" "1" -1.2574088225 -1.3122743059
"1579" "1" 1.6136843005 -1.1799166276
"1580" "0" -0.0691435729 -0.0308146588
"1581" "0" 2.162498585 0.2718006402
"1582" "0" 2.2412192107 1.8777763654
"1583" "0" -0.354862115 2.1958252289
"1584" "0" -0.2158265455 0.1113948199
"1585" "1" -0.0043049886 -0.7547648313
"1586" "0" 0.3743175703 -0.2545390595
"1587" "1" 1.7054996298 -0.0431259691
"1588" "0" 1.9485262257 0.5344828879
"1589" "1" 0.2676386435 -1.9233073212
"1590" "0" 1.8713884474 0.0680298826
"1591" "1" -1.7190628301 0.456581236
"1592" "0" 1.9493223898 2.4915555808
"1593" "1" 0.0576159368 -0.4996260766
"1594" "0" 0.095946083 2.0888606463
"1595" "1" -0.0618707913 0.4918735157
"1596" "0" 0.226895776 2.0859993009
"1597" "1" 0.8435651545 0.1634454452
"1598" "1" 0.0442296364 -1.1531464334
"1599" "1" 0.2975857385 -0.3720942698
"1600" "1" 1.5394175022 1.2208547204
"1601" "1" -0.930826161 0.0750388432
"1602" "1" -0.3094659467 0.981916139
"1603" "0" 0.2586070628 2.0588733355
"1604" "1" -0.1758792268 -2.5246458198
"1605" "1" -0.6279632367 0.8775970798
"1606" "1" 3.0409285076 1.0080390958
"1607" "1" 1.0682757154 0.8948714554
"1608" "1" 0.6242865538 -0.0159305286
"1609" "0" 0.1090081749 -0.0408512337
"1610" "1" -0.2491654245 -0.8371268418
"1611" "1" -1.6273516557 0.4080850025
"1612" "0" 1.8236748942 -0.4241504323
"1613" "0" 0.323544784 1.9732620753
"1614" "1" 0.4575695581 -0.9053099513
"1615" "1" 0.0585249673 -0.8957663979
"1616" "0" -0.0905438465 1.8191510045
"1617" "0" 0.2151028122 2.0136520487
"1618" "1" 3.3296588107 0.2229871051
"1619" "0" 0.2053434543 -0.0622921719
"1620" "1" -0.1383871627 -1.4420375857
"1621" "1" -0.0479604127 -0.7868517927
"1622" "0" 2.2711248395 -0.2454608383
"1623" "0" 1.6356199065 0.940291656
"1624" "1" -0.006638523 -0.584614243
"1625" "0" 0.4229901714 0.2363004362
"1626" "0" -0.3113152537 -0.3138682085
"1627" "1" -1.6673032728 -0.18826365
"1628" "0" -0.1249808003 0.1949218881
"1629" "0" 0.0895156943 2.0378431441
"1630" "1" 1.5658517164 -1.5975878051
"1631" "0" 2.4326004534 2.8383603319
"1632" "1" -0.2718280106 0.8462792843
"1633" "0" 2.1898122516 -0.1139926188
"1634" "1" 0.5407205111 0.0956074509
"1635" "1" -0.9699916785 -2.2058424
"1636" "0" 1.8531179062 1.1214863632
"1637" "0" -0.2543749617 2.2935591574
"1638" "0" -0.0115687557 -0.1440962584
"1639" "0" -0.4193072772 0.0634312385
"1640" "1" -0.7501798624 0.6945862249
"1641" "0" 1.8638166927 1.0991623842
"1642" "0" 0.0504349242 2.0893302129
"1643" "1" -0.8491048265 1.6989243911
"1644" "0" 2.1518052396 0.3676424588
"1645" "1" -0.7986370428 0.3137393479
"1646" "1" 0.4238134688 -1.3156158405
"1647" "0" 1.7795422761 0.9666806261
"1648" "0" 2.0203895596 2.4904718564
"1649" "0" -0.0336421185 2.109358625
"1650" "1" 1.0716806483 -1.4091223902
"1651" "0" 1.9677220237 -1.4379076208
"1652" "1" 0.7742127644 -0.0363642802
"1653" "0" 0.2324808669 2.1073453254
"1654" "0" -0.3199484825 -0.2663411498
"1655" "1" -2.0347439887 0.5349421253
"1656" "1" 0.2216490839 1.1199778154
"1657" "1" -1.1331250289 -0.367615928
"1658" "0" -0.149838893 2.0068009089
"1659" "0" 1.8028839852 1.851512778
"1660" "0" 0.046776458 0.021797171
"1661" "0" -0.095224065 1.9356878922
"1662" "0" 1.9416890792 0.9543527906
"1663" "1" 1.6427567625 -0.5835992833
"1664" "1" 2.2407240352 -0.2474028107
"1665" "1" -0.020283389 0.6533683176
"1666" "1" 1.201307974 -1.0870190336
"1667" "0" -0.1719593486 1.5800838763
"1668" "1" 0.3223225201 -0.6588410891
"1669" "1" -0.1377307772 1.5986633087
"1670" "1" -0.0391228713 0.9778855601
"1671" "0" 1.7445818977 1.3281706713
"1672" "0" 0.1891524477 -0.1146854865
"1673" "1" 0.531459388 0.1425908571
"1674" "1" 1.4085890537 -0.0218082655
"1675" "0" 2.1043398747 2.9585801644
"1676" "0" 0.3997044969 -0.2033067752
"1677" "0" 2.0534555292 0.2364304586
"1678" "0" 1.7772306807 1.0815290618
"1679" "0" 1.8144265017 0.7692263783
"1680" "1" 1.6655939649 -0.360718095
"1681" "1" -0.3578849159 -2.4918499906
"1682" "1" 0.3722628636 1.5093166955
"1683" "1" 1.5913725902 -2.2437245868
"1684" "1" 0.8124929248 -0.7281993598
"1685" "0" 0.1229383393 -0.3875404187
"1686" "0" 1.8509389842 1.664458681
"1687" "1" -0.1274835774 1.1431039395
"1688" "0" 1.9223934765 2.5431486704
"1689" "0" -0.3461437885 0.078029732
"1690" "1" 0.4427271201 0.2109979125
"1691" "1" -0.7361330884 0.1620168272
"1692" "1" -0.4326704131 2.6852760967
"1693" "0" 2.2427292285 0.8919625501
"1694" "0" 1.8052253661 0.7765904346
"1695" "1" -0.0294091054 -0.3343980918
"1696" "1" 2.2959192234 -0.2722064363
"1697" "0" 0.1602607783 2.0223408873
"1698" "0" 2.0323315404 0.1237346862
"1699" "0" -0.0614507099 2.0347183042
"1700" "1" 0.4534535587 -0.6980791481
"1701" "0" 0.241587094 -0.1290471022
"1702" "0" 1.9513515458 1.7245038984
"1703" "0" 2.1290855498 -0.1052299239
"1704" "1" -1.3393616747 -1.6034491011
"1705" "1" 1.4308622912 -0.7636176991
"1706" "0" -0.0609251601 1.8247916584
"1707" "1" 0.6028818841 -1.1594057506
"1708" "0" -0.0930868486 -0.0139728153
"1709" "1" -0.409251652 0.2145315138
"1710" "0" -0.2303979527 1.9025474343
"1711" "1" -0.1737556473 -0.135805976
"1712" "1" 0.8830765849 0.29110056
"1713" "1" 0.8950158764 1.4288737823
"1714" "0" 2.1057922201 0.2799990955
"1715" "0" -0.1394666537 2.0990887896
"1716" "0" -0.099387107 2.2027712396
"1717" "1" 0.8743096892 0.285903208
"1718" "1" -0.3402891606 -0.2274302761
"1719" "0" 0.1497071208 -0.1154754236
"1720" "1" -0.8008968826 0.4038120779
"1721" "0" 1.9926173203 1.2105966332
"1722" "1" -0.3783756104 0.5744864312
"1723" "0" -0.1142570677 2.2068426496
"1724" "1" -0.5110710104 0.1360953307
"1725" "1" -1.2301797925 1.6909610008
"1726" "0" 0.2312066335 -0.0922777735
"1727" "0" 2.140308406 0.3193389815
"1728" "1" -1.1489004028 -1.8371301302
"1729" "1" 0.2870210549 -0.119047132
"1730" "0" 2.0676008641 0.6584143653
"1731" "1" -3.0039653504 -0.8597136577
"1732" "0" -0.0852668593 2.26671977
"1733" "0" 2.0463721692 0.1900861061
"1734" "0" 1.9496914122 0.5228570922
"1735" "0" 2.0020088287 1.4404077769
"1736" "0" 2.1492964892 -0.2963636999
"1737" "0" 2.0221140448 0.0564000398
"1738" "0" 2.0210653758 1.6576529623
"1739" "1" 0.3546074011 -1.5606242158
"1740" "0" 1.8321139608 1.1043368464
"1741" "1" 1.8370458164 -0.7671972838
"1742" "1" -0.3379386914 0.937523208
"1743" "0" 1.8357611994 2.0245756638
"1744" "0" 2.0950863509 1.2531367843
"1745" "1" 1.0862060337 -0.5100164869
"1746" "1" 0.675131216 -1.1791369049
"1747" "1" -0.7734315264 1.2303124311
"1748" "1" 1.1460947604 0.2361478798
"1749" "1" -1.0371989036 -0.168584723
"1750" "1" 1.1509831881 0.5276102211
"1751" "0" 2.0300467658 1.0314593044
"1752" "1" 1.3723106372 -1.5105963412
"1753" "0" 2.1277344707 1.3518523107
"1754" "1" -1.577924043 -0.6395459228
"1755" "1" 0.3201979555 -0.2807152529
"1756" "1" -2.3221545655 2.0470521938
"1757" "1" 0.9362438111 -0.4740539695
"1758" "1" -1.1024551965 -0.5803728899
"1759" "1" -0.8426501771 -0.2960702991
"1760" "0" 2.0418522085 0.3444184914
"1761" "0" 0.1863226105 -0.3154559821
"1762" "1" -0.7415097785 -0.2374262909
"1763" "1" -0.184905977 -0.9266807807
"1764" "1" 0.56484739 0.1036945594
"1765" "0" -0.1004699375 1.5239401202
"1766" "0" 2.4954837271 0.4347245353
"1767" "1" 0.9239920349 0.2055690654
"1768" "1" 0.6733284308 -0.7947039806
"1769" "0" -0.0088398765 -0.484739145
"1770" "1" 0.3806802115 0.4423644353
"1771" "0" 1.9508978783 0.6802137753
"1772" "0" 2.0354463062 -0.2875480653
"1773" "0" 1.9328441283 0.4889303647
"1774" "1" 0.9957300631 -1.3786465177
"1775" "0" 2.4251130003 1.7281597658
"1776" "1" -0.2288955881 1.0068618549
"1777" "1" -0.71134523 -0.5713859466
"1778" "1" -1.1757697703 0.3693296577
"1779" "0" 0.0556024385 2.0694656263
"1780" "1" 0.2117846928 -2.810848363
"1781" "0" 2.0821094426 1.9797398501
"1782" "1" 1.1327609754 2.4760873958
"1783" "1" 0.1390040421 0.074793538
"1784" "1" 0.6094394353 -0.4804286732
"1785" "1" -0.3258223182 1.378465831
"1786" "1" -0.8124490877 -0.4979569135
"1787" "0" 0.0049700141 1.9453813535
"1788" "1" -1.0583960411 0.5791652874
"1789" "0" -0.0715980912 0.2062588716
"1790" "1" -1.2653924664 -0.663234043
"1791" "0" -0.095227852 2.1028577004
"1792" "0" -0.1009929803 2.1813968063
"1793" "1" 0.1911443786 0.7208814041
"1794" "1" 0.8136965622 2.6985080205
"1795" "0" 0.1270767786 0.5139714384
"1796" "1" 0.8333368576 -0.5945209005
"1797" "1" 0.1520899543 -0.1042937171
"1798" "1" -0.6799282919 -0.9922014721
"1799" "0" 1.9642740625 2.2574903513
"1800" "0" 2.1893534808 2.8129124718
"1801" "0" -0.0750940303 0.1730463761
"1802" "0" -0.1772352638 2.0723514148
"1803" "0" 1.9416218082 -0.130243599
"1804" "0" 0.0563643898 1.8887297034
"1805" "1" -0.2595393878 3.7569103966
"1806" "1" 0.8076271384 1.0511097891
"1807" "1" 1.4556785791 0.1027010675
"1808" "0" 2.0544888938 0.4642760008
"1809" "0" 0.3595382757 -0.001410762
"1810" "0" -0.2066005852 0.1162701991
"1811" "0" -0.4149512223 0.4485477523
"1812" "1" 1.8074226472 1.4176078016
"1813" "0" 1.7683188923 -0.1810975303
"1814" "1" -0.9723501355 0.6899477515
"1815" "0" -0.2400213113 1.9441110864
"1816" "1" -0.4858540118 -0.3586214443
"1817" "1" 1.4583290317 1.2615426903
"1818" "0" 2.2076162753 1.5980133735
"1819" "0" 0.5470854503 1.8790042504
"1820" "1" -0.2320493865 -0.3200619805
"1821" "1" 0.6956186377 0.9976826536
"1822" "0" 0.2885420713 -0.1561433911
"1823" "0" 2.1668941877 1.3333625019
"1824" "0" 0.1341186398 0.3243864912
"1825" "0" 0.2194504251 0.2313982852
"1826" "0" 0.0945059086 1.9006981421
"1827" "0" 2.5695644654 1.8371687766
"1828" "1" -0.2111864978 -0.7351882465
"1829" "1" -1.1717103008 0.0244244121
"1830" "0" 2.2377263115 -1.293640564
"1831" "1" -0.3025191309 -0.0601147708
"1832" "1" 0.7346701453 -0.5339949476
"1833" "1" -0.378863372 -0.6632574505
"1834" "1" 0.0926380825 -0.8572445633
"1835" "0" -0.0787368357 2.0369898594
"1836" "1" -0.2716971861 1.0989512786
"1837" "0" 0.0311785821 1.6861585609
"1838" "1" -0.7609237516 -1.0075306051
"1839" "1" 1.6093743419 0.8702550145
"1840" "0" 0.0842539676 -0.0549568572
"1841" "0" 1.5930512023 1.5349421253
"1842" "1" 1.5434563688 -0.6774860588
"1843" "0" -0.0825763278 0.3463966645
"1844" "0" 0.0086646268 1.9171562339
"1845" "0" 0.1068185154 -0.0632727688
"1846" "1" 0.4027000262 0.2841772954
"1847" "1" 1.0785825877 1.7030489811
"1848" "0" -0.1430425101 2.2665704828
"1849" "0" 0.0540113866 1.9985908157
"1850" "0" -0.0815267562 1.7426109147
"1851" "1" -0.9660866046 -0.3317990645
"1852" "0" 2.2464820219 -0.5727091955
"1853" "0" -0.2891250988 -0.1726313411
"1854" "0" -0.1069449802 2.1680131858
"1855" "0" -0.0026595187 1.972498239
"1856" "1" 0.0856050517 0.3647526765
"1857" "0" 1.9259864105 2.4381899734
"1858" "0" 1.7894417975 0.9922032556
"1859" "0" 0.3200691325 1.9462007845
"1860" "1" -0.7553882839 0.2729278623
"1861" "1" 0.7757501659 -2.6161394704
"1862" "1" -0.1391229709 0.2342929211
"1863" "0" -0.0756480516 0.1118377572
"1864" "0" 0.1631796711 -0.3279351319
"1865" "0" 2.1302909092 1.6346937841
"1866" "0" 0.3336337061 -0.1833220211
"1867" "1" 0.0821041924 -0.5537559708
"1868" "1" -1.4052529685 1.7281083593
"1869" "1" -0.6024039604 -0.2521463283
"1870" "1" -0.5146555517 -0.0875202066
"1871" "1" -0.4963462375 -0.5134259362
