"valence" "year" "acousticness" "danceability" "duration" "energy" "instrumentalness" "key" "liveness" "loudness" "mode" "popularity" "speechiness" "tempo" "pop.class"
"63512" 0.457 1962 0.888 0.494 352893 0.227 0.921 "F" 0.105 -19.998 1 24 0.0334 137.478 "C"
"166940" 0.714 2002 0.0775 0.768 177227 0.76 0 "G" 0.152 -4.2 1 38 0.0312 103.144 "C"
"55033" 0.607 2009 0.00019 0.417 230440 0.945 8.63e-05 "Ab" 0.2 -3.703 1 56 0.0805 164.997 "B"
"50311" 0.901 1985 0.00168 0.497 358973 0.83 7.37e-06 "E" 0.296 -5.588 1 40 0.11 176.572 "C"
"125394" 0.917 1940 0.989 0.355 258760 0.441 0.0105 "D" 0.321 -8.853 0 0 0.0812 62.955 "D"
"26596" 0.893 1960 0.885 0.702 141120 0.764 0 "Ab" 0.0544 -4.249 1 28 0.115 151.786 "C"
"153270" 0.296 2008 0.0491 0.775 262067 0.839 0 "Db" 0.0919 -3.982 1 41 0.0801 104.017 "B"
"85432" 0.382 1985 0.266 0.574 200640 0.473 0 "Db" 0.147 -7.738 1 43 0.0275 132.956 "B"
"74121" 0.553 2015 0.138 0.521 192573 0.691 0 "E" 0.0957 -5.754 1 59 0.221 117.056 "B"
"84207" 0.948 1979 0.0173 0.722 272907 0.559 0.014 "A" 0.0745 -16.716 1 34 0.0517 140.857 "C"
"98615" 0.766 1969 0.635 0.531 233173 0.498 4.03e-06 "D" 0.578 -11.066 1 26 0.0275 138.806 "C"
"93448" 0.718 1940 0.994 0.516 190000 0.28 0.913 "Ab" 0.104 -17.071 1 0 0.0443 108.933 "D"
"123905" 0.288 2015 0.0645 0.597 248653 0.423 1.65e-05 "Bb" 0.144 -6.815 1 51 0.0285 115.04 "B"
"126842" 0.87 1950 0.99 0.555 184987 0.398 0.13 "F" 0.151 -11.727 1 0 0.043 148.504 "D"
"72312" 0.718 2006 0.067 0.711 243880 0.761 0 "Ab" 0.041 -3.04 1 47 0.225 95.824 "B"
"149780" 0.942 1990 0.463 0.614 115107 0.603 0 "D" 0.273 -10.428 1 30 0.0274 108.222 "C"
"102449" 0.602 1988 1.81e-05 0.242 267627 0.914 0.0934 "B" 0.0745 -7.292 1 36 0.0476 96.879 "C"
"78252" 0.119 1949 0.898 0.139 319013 0.228 0.851 "G" 0.244 -17.027 1 0 0.0405 83.833 "D"
"114756" 0.884 1969 0.632 0.67 248653 0.671 0.000368 "D" 0.149 -7.451 1 25 0.034 101.742 "C"
"35536" 0.934 2005 0.0108 0.743 243333 0.67 0.0702 "Db" 0.22 -4.547 0 58 0.0293 110.832 "B"
"137273" 0.393 2002 0.0985 0.377 192827 0.734 0 "A" 0.0942 -3.645 1 46 0.0334 169.988 "B"
"121026" 0.963 2000 0.0024 0.819 206400 0.692 0.0184 "Db" 0.321 -11.747 1 43 0.0543 131.259 "B"
"22750" 0.475 1940 0.769 0.663 130400 0.101 0 "A" 0.215 -18.715 1 0 0.956 150.549 "D"
"63025" 0.242 1959 0.701 0.356 205133 0.155 9.58e-06 "F" 0.338 -16.727 0 23 0.0348 116.306 "C"
"104766" 0.962 2000 0.0188 0.683 244960 0.822 1.42e-06 "Ab" 0.189 -4.239 1 40 0.204 153.721 "C"
"165843" 0.582 1996 0.773 0.664 198600 0.358 0.000916 "F" 0.0647 -15.493 1 31 0.0259 106.186 "C"
"5981" 0.167 1951 0.994 0.522 202600 0.00522 3.08e-06 "Eb" 0.128 -22.81 1 11 0.0523 106.414 "D"
"23484" 0.579 1943 0.988 0.518 170480 0.0939 0.936 "Db" 0.327 -16.116 0 0 0.171 70.405 "D"
"131708" 0.2 1974 0.884 0.302 305947 0.235 0.000119 "Bb" 0.335 -14.342 1 23 0.0488 178.801 "C"
"150057" 0.525 1992 0.562 0.519 401040 0.528 0 "Db" 0.158 -11.806 1 29 0.0599 135.897 "C"
"23146" 0.294 1942 0.995 0.627 136640 0.0988 0.945 "Ab" 0.124 -24.102 1 0 0.0671 124.715 "D"
"26376" 0.969 1959 0.666 0.748 151867 0.231 0 "C" 0.108 -14.193 1 40 0.111 125.597 "C"
"101024" 0.848 1981 0.515 0.556 144133 0.456 0 "C" 0.331 -17.609 1 37 0.0295 105.29 "C"
"163548" 0.964 1985 0.113 0.755 225907 0.541 0.301 "Db" 0.305 -12.625 1 29 0.0301 123.487 "C"
"51289" 0.616 1990 0.272 0.628 241360 0.198 0 "F" 0.194 -17.526 0 52 0.0294 104.959 "B"
"53748" 0.84 2002 0.407 0.69 205053 0.494 3.79e-06 "A" 0.114 -9.147 0 50 0.0275 127.314 "B"
"140027" 0.549 2016 0.0333 0.744 213533 0.633 0 "D" 0.144 -7.732 1 52 0.113 120.011 "B"
"57536" 0.375 1926 0.0708 0.673 102200 0.312 0 "Gb" 0.342 -15.257 0 0 0.953 95.808 "D"
"139779" 0.188 2015 0.00879 0.804 116936 0.628 0.123 "Bb" 0.079 -4.563 1 57 0.0454 148.003 "B"
"16172" 0.861 2002 0.00152 0.386 230640 0.966 0.0248 "G" 0.0791 -4.258 1 62 0.0716 155.991 "A"
"74313" 0.236 2016 0.107 0.593 215621 0.504 0.000658 "Db" 0.119 -6.455 1 57 0.0261 118.022 "B"
"23407" 0.335 1943 0.973 0.351 145842 0.125 0.352 "A" 0.111 -17.796 1 0 0.0474 70.878 "D"
"4479" 0.455 1944 0.405 0.714 450907 0.29 0 "Db" 0.263 -17.814 1 13 0.943 126.561 "D"
"11939" 0.451 1981 0.249 0.521 195293 0.743 0 "D" 0.096 -5.903 1 53 0.0338 117.129 "B"
"93203" 0.525 1936 0.995 0.562 170960 0.25 0.662 "Db" 0.29 -9.888 1 0 0.06 117.787 "D"
"151968" 0.945 2001 0.0173 0.661 216640 0.946 0.000304 "Bb" 0.101 -3.283 0 37 0.0713 98.031 "C"
"167171" 0.475 2003 0.00311 0.692 246627 0.849 0.0667 "G" 0.117 -9.472 1 42 0.0532 109.967 "B"
"146744" 0.857 1975 0.902 0.594 167200 0.359 0 "Eb" 0.178 -9.88 1 23 0.0277 98.164 "C"
"144993" 0.945 1966 0.645 0.757 119933 0.565 0 "Eb" 0.0404 -6.846 1 15 0.0348 146.032 "D"
"21234" 0.972 1932 0.721 0.742 170606 0.66 0 "E" 0.131 -9.582 1 0 0.13 161.41 "D"
"108652" 0.282 2019 0.625 0.835 168281 0.283 3.4e-06 "G" 0.102 -10.121 0 64 0.0781 86.983 "A"
"72257" 0.827 2006 0.972 0.739 173533 0.405 0 "E" 0.0699 -10.524 1 53 0.107 123.497 "B"
"124143" 0.505 2017 0.492 0.63 234867 0.441 0 "Db" 0.119 -9.829 0 57 0.0355 60.011 "B"
"104795" 0.286 2000 0.886 0.51 90427 0.448 0.379 "G" 0.203 -12.42 1 41 0.0305 115.807 "B"
"653" 0.16 1925 0.975 0.183 176947 0.141 0.833 "Db" 0.119 -14.981 1 4 0.0363 81.125 "D"
"135945" 0.214 1995 0.0991 0.279 246187 0.627 2.09e-06 "A" 0.11 -9.419 1 47 0.0323 97.051 "B"
"53188" 0.296 1999 0.0163 0.574 312693 0.368 2.12e-05 "G" 0.0746 -10.644 1 46 0.0271 129.457 "B"
"66043" 0.299 1975 0.412 0.527 210440 0.295 0 "A" 0.152 -12.077 0 46 0.0602 91.359 "B"
"18499" 0.114 2014 0.0966 0.736 238427 0.761 0 "E" 0.0823 -5.449 0 66 0.0338 119.999 "A"
"146038" 0.726 1972 0.0799 0.798 187240 0.392 5.44e-05 "C" 0.11 -16.492 1 21 0.391 105.804 "C"
"147965" 0.85 1981 0.00376 0.485 226733 0.603 8.02e-06 "A" 0.456 -13.791 1 20 0.0522 144.276 "D"
"166443" 0.505 1999 0.581 0.734 282360 0.495 0.165 "Db" 0.127 -11.024 1 33 0.0377 92.02 "C"
"77303" 0.849 1942 0.986 0.451 53973 0.338 0.916 "F" 0.278 -18.619 1 0 0.0384 71.498 "D"
"168537" 0.186 2010 0.271 0.547 186973 0.547 0 "Gb" 0.0875 -3.419 1 47 0.0282 135.983 "B"
"162665" 0.66 1980 0.323 0.558 163200 0.891 0 "F" 0.157 -6.89 0 34 0.104 150.455 "C"
"115869" 0.761 1975 0.602 0.572 256880 0.604 0.0128 "C" 0.134 -9.127 1 26 0.0504 119.395 "C"
"114675" 0.356 1969 0.834 0.54 193547 0.474 1.57e-06 "C" 0.144 -10.892 1 29 0.0348 105.72 "C"
"20880" 0.501 1930 0.755 0.581 169979 0.328 0 "Bb" 0.341 -10.328 1 0 0.132 130.271 "D"
"68952" 0.357 1989 0.000836 0.459 298667 0.843 0.00163 "C" 0.125 -5.593 1 40 0.036 87.508 "C"
"49452" 0.287 1981 0.209 0.491 260973 0.51 0 "A" 0.0737 -7.702 1 36 0.026 95.493 "C"
"65118" 0.466 1970 0.846 0.408 190560 0.28 0 "C" 0.64 -12.409 1 35 0.0302 71.544 "C"
"98560" 0.729 1969 0.528 0.55 229800 0.423 0 "A" 0.759 -10.411 1 27 0.0274 127.73 "C"
"76087" 0.748 1931 0.986 0.454 197000 0.525 0.0278 "Gb" 0.254 -5.831 0 0 0.0955 177.978 "D"
"159937" 0.8 1966 0.412 0.515 141600 0.338 0.000485 "G" 0.0653 -11.603 1 17 0.0316 174.164 "D"
"137698" 0.201 2004 0.615 0.698 214933 0.382 0 "G" 0.0714 -7.904 1 55 0.0273 125.914 "B"
"158678" 0.643 1960 0.93 0.507 330293 0.315 0.75 "C" 0.19 -14.592 1 11 0.0399 134.147 "D"
"2075" 0.85 1932 0.929 0.482 163013 0.222 0.0973 "C" 0.121 -17.044 1 4 0.0591 178.369 "D"
"39188" 0.719 1929 0.0298 0.718 96832 0.299 0 "C" 0.287 -19.321 1 0 0.917 91.724 "D"
"106843" 0.272 2010 0.00778 0.606 234333 0.809 1.59e-05 "G" 0.336 -4.667 1 59 0.279 156.337 "B"
"27621" 0.733 1965 0.721 0.475 128987 0.403 0 "A" 0.647 -14.977 1 39 0.036 150.666 "C"
"36404" 0.963 2009 0.627 0.912 168853 0.416 0.000791 "D" 0.0499 -4.785 1 54 0.063 96.259 "B"
"118352" 0.661 1987 0.000942 0.562 152107 0.721 0.000173 "C" 0.115 -11.413 1 33 0.0498 119.704 "C"
"34291" 0.512 1998 0.556 0.641 285560 0.561 0 "Bb" 0.0758 -9.09 1 47 0.0273 113.932 "B"
"112126" 0.269 1956 0.842 0.502 491573 0.237 0.54 "G" 0.123 -15.253 1 11 0.0411 133.432 "D"
"121669" 0.487 2004 0.502 0.688 158560 0.349 0 "D" 0.189 -11.88 1 40 0.0269 92.343 "C"
"126380" 0.665 1948 0.918 0.548 163880 0.392 0.691 "G" 0.295 -11.967 0 0 0.0634 99.897 "D"
"125173" 0.164 1930 0.996 0.364 175320 0.3 0.643 "D" 0.112 -14.209 1 0 0.116 72.327 "D"
"15922" 0.853 2001 0.151 0.766 291800 0.681 8.68e-05 "G" 0.266 -6.919 1 58 0.0565 141.94 "B"
"95256" 0.552 1952 0.356 0.669 145900 0.38 0 "F" 0.347 -14.338 1 0 0.948 80.845 "D"
"84761" 0.813 1982 0.145 0.518 197000 0.854 0.00123 "A" 0.0673 -9.823 1 30 0.0551 97.944 "C"
"165336" 0.489 1994 0.175 0.635 206960 0.512 0.0703 "D" 0.35 -9.749 1 31 0.0911 89.479 "C"
"77308" 0.0532 1942 0.984 0.298 178813 0.0947 0.851 "Db" 0.17 -16.84 1 0 0.0306 93.032 "D"
"162051" 0.363 1977 0.949 0.477 274493 0.207 0.000795 "A" 0.105 -18.74 1 35 0.101 84.737 "C"
"169079" 0.626 2013 0.508 0.752 194743 0.525 0 "D" 0.356 -7.869 1 49 0.22 89.984 "B"
"14881" 0.882 1996 0.0615 0.8 233533 0.875 2.79e-06 "B" 0.13 -4.952 0 57 0.0338 100.033 "B"
"8058" 0.613 1962 0.283 0.591 154800 0.424 0 "B" 0.134 -8.512 1 49 0.0301 115.01 "B"
"161455" 0.616 1974 0.29 0.631 268240 0.344 2.31e-05 "Ab" 0.0707 -14.136 1 22 0.0579 155.045 "C"
"5231" 0.487 1948 0.944 0.65 185560 0.525 0.000125 "Db" 0.253 -7.373 1 30 0.0531 98.566 "C"
"86581" 0.723 1992 0.0153 0.742 319493 0.734 0.728 "Db" 0.0493 -11.393 1 41 0.04 126.988 "B"
"35503" 0.197 2004 0.000464 0.371 354547 0.64 4.43e-05 "A" 0.168 -6.02 0 64 0.0301 74.537 "A"
"69155" 0.452 1990 0.287 0.335 159493 0.741 0 "D" 0.737 -8.737 1 47 0.044 91.41 "B"
"126271" 0.274 1947 0.992 0.425 243493 0.0324 0.913 "C" 0.214 -28.812 1 0 0.0346 72.665 "D"
"36316" 0.867 2008 0.204 0.676 210680 0.584 1.74e-06 "Eb" 0.312 -3.886 1 55 0.03 129.91 "B"
"99168" 0.872 1972 0.288 0.727 182067 0.8 7.01e-06 "E" 0.912 -11.303 1 25 0.0391 119.147 "C"
"116830" 0.195 1980 0.948 0.354 244267 0.293 0.945 "Bb" 0.117 -17.42 0 25 0.0315 107.409 "C"
"4017" 0.571 1942 0.816 0.698 148813 0.146 0.0296 "Bb" 0.303 -14.876 1 24 0.0423 113.264 "C"
"13912" 0.637 1991 0.00736 0.638 297093 0.783 0.0447 "B" 0.0381 -9.455 0 57 0.0435 115.269 "B"
"107713" 0.212 2015 0.994 0.357 152170 0.281 0.844 "F" 0.273 -12.809 1 58 0.0314 107.295 "B"
"154810" 0.738 2016 0.00907 0.649 274416 0.83 4.05e-06 "Db" 0.24 -2.16 1 0 0.213 128.063 "D"
"85439" 0.504 1985 0.0818 0.944 353773 0.536 1.99e-06 "B" 0.0956 -14.523 0 29 0.129 97.999 "C"
"81172" 0.133 1964 0.693 0.501 165076 0.237 0 "C" 0.103 -14.634 1 32 0.0264 92.176 "C"
"91364" 0.501 2015 0.0223 0.747 206316 0.782 0 "Ab" 0.0902 -4.326 1 57 0.283 113.99 "B"
"25087" 0.75 1952 0.856 0.665 183139 0.287 0 "C" 0.124 -18.027 1 7 0.411 140.193 "D"
"130650" 0.538 1969 0.871 0.376 169773 0.483 0.0036 "F" 0.163 -11.198 1 26 0.0314 88.708 "C"
"18805" 0.519 2015 0.0582 0.753 142640 0.539 0 "B" 0.353 -9.117 1 67 0.537 99.455 "A"
"36725" 0.288 2011 0.0603 0.485 271907 0.726 1.75e-05 "F" 0.225 -4.2 1 61 0.0327 140.781 "A"
"160408" 0.855 1969 0.953 0.569 245640 0.218 0.84 "C" 0.0724 -23.697 1 21 0.0408 164.574 "C"
"153404" 0.0433 2009 0.000105 0.215 275813 0.935 0.894 "F" 0.109 -5.066 1 44 0.112 160.022 "B"
"70487" 0.206 1997 8.49e-06 0.382 237733 0.985 0.0061 "Db" 0.362 -4.002 1 46 0.206 103.119 "B"
"166395" 0.968 1999 0.279 0.673 210547 0.742 0 "A" 0.552 -11.14 0 36 0.0524 153.531 "C"
"38041" 0.116 2018 0.00363 0.701 222307 0.755 0.000795 "D" 0.121 -5.82 1 75 0.0417 95.036 "A"
"111076" 0.652 1951 0.995 0.617 58920 0.033 0.378 "C" 0.0985 -35.055 1 0 0.476 72.084 "D"
"22058" 0.214 1936 0.957 0.502 179000 0.185 0.836 "Eb" 0.0997 -12.994 1 3 0.0302 76.908 "D"
"168383" 0.933 2009 0.0742 0.637 215133 0.891 0.000622 "B" 0.0686 -4.139 0 54 0.0345 126.002 "B"
"66119" 0.473 1975 0.0549 0.261 167040 0.624 0.00388 "Eb" 0.0869 -2.707 0 37 0.0359 166.135 "C"
"106656" 0.49 2009 0.2 0.552 219560 0.737 0 "Eb" 0.106 -4.185 1 44 0.0244 136.223 "B"
"126891" 0.4 1950 0.985 0.232 130880 0.0497 0.875 "C" 0.116 -35.255 1 0 0.0459 140.485 "D"
"72521" 0.546 2007 0.744 0.393 218600 0.646 0 "G" 0.42 -5.928 1 50 0.0366 144.509 "B"
"13853" 0.527 1991 0.524 0.663 236520 0.712 0 "D" 0.0804 -7.268 1 60 0.0479 113.439 "B"
"163914" 0.309 1987 0.855 0.677 194093 0.405 7.17e-06 "C" 0.105 -8.573 0 42 0.0303 135.77 "B"
"108206" 0.378 2017 0.135 0.615 198117 0.475 4.1e-06 "Ab" 0.235 -7.351 0 61 0.029 127.982 "A"
"56138" 0.302 2014 0.662 0.336 191533 0.217 0 "A" 0.315 -9.4 1 59 0.0487 77.158 "B"
"29238" 0.63 1973 0.663 0.677 320502 0.532 0.035 "A" 0.197 -11.412 1 41 0.0432 106.678 "B"
"70240" 0.0847 1996 0.901 0.217 331467 0.146 4.49e-06 "B" 0.222 -13.9 1 55 0.0373 75.922 "B"
"28110" 0.929 1967 0.246 0.329 153467 0.358 0.00125 "Db" 0.117 -11.556 1 40 0.0364 203.547 "C"
"35419" 0.731 2004 0.0509 0.676 221227 0.948 8.19e-06 "F" 0.384 -2.557 1 55 0.0628 136.027 "B"
"128377" 0.475 1958 0.566 0.539 155333 0.165 0 "D" 0.109 -12.218 1 8 0.0281 99.749 "D"
"72576" 0.781 2007 0.000984 0.615 262187 0.837 0.00295 "B" 0.242 -4.63 1 50 0.0278 112.1 "B"
"76272" 0.546 1935 0.744 0.663 209438 0.193 0 "B" 0.12 -19.037 0 0 0.957 94.061 "D"
"73249" 0.0313 2011 0.569 0.158 65125 0.00832 0.816 "A" 0.0828 -30.666 0 56 0.0417 107.295 "B"
"169225" 0.503 2013 0.00133 0.402 219973 0.72 0.0396 "Ab" 0.325 -4.698 1 45 0.0473 75.38 "B"
"70945" 0.429 1999 0.245 0.654 293333 0.457 0 "Db" 0.0361 -10.286 1 43 0.035 131.92 "B"
"61774" 0.135 1953 0.97 0.297 310573 0.308 5.85e-05 "B" 0.709 -12.131 0 0 0.0359 87.423 "D"
"82139" 0.316 1969 0.659 0.354 194333 0.542 0 "C" 0.17 -4.319 1 44 0.0279 106.942 "B"
"1345" 0.309 1928 0.954 0.224 179973 0.288 1.1e-05 "Eb" 0.386 -11.781 1 3 0.0342 96.752 "D"
"85381" 0.963 1985 0.335 0.817 212760 0.689 0 "Eb" 0.0516 -8.082 0 32 0.0365 126.002 "C"
"3300" 0.502 1938 0.907 0.557 185773 0.209 0.00414 "Bb" 0.117 -10.778 1 4 0.0467 94.096 "D"
"63425" 0.575 1961 0.912 0.47 137200 0.332 0.000382 "D" 0.11 -9.848 1 16 0.034 58.76 "D"
"45449" 0.379 1961 0.622 0.338 155347 0.373 0 "D" 0.323 -8.39 0 38 0.033 53.224 "C"
"154543" 0.961 2015 0.012 0.831 340000 0.805 0.121 "Db" 0.0485 -3.702 0 0 0.069 120.006 "D"
"121371" 0.32 2002 0.657 0.288 135347 0.207 0 "F" 0.363 -11.731 1 41 0.0306 172.632 "B"
"54848" 0.175 2008 0.928 0.39 186120 0.129 0.0023 "D" 0.271 -15.872 1 53 0.0519 103.039 "B"
"84953" 0.96 1983 0.0924 0.814 297333 0.645 0.00398 "D" 0.3 -8.912 0 49 0.0377 112.757 "B"
"120726" 0.447 1999 0.393 0.666 162467 0.869 0.00104 "F" 0.107 -8.711 0 36 0.0608 110.03 "C"
"80777" 0.361 1962 0.263 0.469 263318 0.377 0.0478 "E" 0.144 -9.631 1 19 0.046 188.152 "D"
"89931" 0.748 2008 0.00631 0.641 181253 0.724 7.08e-05 "Ab" 0.0724 -3.843 1 47 0.0483 89.971 "B"
"107796" 0.481 2015 0.437 0.798 228000 0.443 4.78e-06 "Bb" 0.065 -9.21 1 63 0.12 110.027 "A"
"117789" 0.142 1984 1.67e-05 0.194 220627 0.593 0.943 "A" 0.112 -9.421 1 32 0.0539 139.807 "C"
"55368" 0.196 2010 0.764 0.51 226986 0.356 0.0187 "Bb" 0.116 -13.442 1 64 0.0335 74.877 "A"
"134078" 0.885 1986 0.245 0.788 166867 0.77 2.14e-06 "D" 0.0652 -8.948 1 28 0.229 98.881 "C"
"62141" 0.48 1955 0.866 0.614 428693 0.195 0.538 "Ab" 0.0788 -15.66 1 11 0.0634 120.798 "D"
"139479" 0.186 2013 0.00148 0.427 226080 0.662 0.000277 "G" 0.115 -7.223 1 49 0.0649 159.981 "B"
"9224" 0.975 1968 0.232 0.818 188960 0.728 0.0642 "Bb" 0.251 -8.331 1 71 0.0314 113.059 "A"
"118569" 0.679 1988 0.01 0.455 265507 0.761 0.00603 "A" 0.663 -13.483 1 29 0.0455 98.618 "C"
"103638" 0.942 1994 0.365 0.662 197267 0.63 0.00356 "Db" 0.369 -8.594 0 40 0.0269 134.66 "C"
"62437" 0.258 1956 0.929 0.408 163427 0.131 0 "Bb" 0.0977 -14.194 0 16 0.0386 123.754 "D"
"121592" 0.312 2004 0.73 0.692 240653 0.526 0 "D" 0.0977 -4.065 1 55 0.0263 113.939 "B"
"96835" 0.23 1960 0.946 0.196 182960 0.164 3.04e-05 "D" 0.265 -15.238 0 16 0.0361 85.464 "D"
"28627" 0.969 1970 0.64 0.71 196227 0.797 5.59e-06 "A" 0.0646 -5.182 0 47 0.042 117.01 "B"
"20953" 0.394 1931 0.705 0.702 128200 0.153 0 "G" 0.174 -19.35 1 0 0.96 101.668 "D"
"99868" 0.916 1976 0.272 0.802 411867 0.764 2.51e-05 "B" 0.32 -8.163 0 30 0.105 101.143 "C"
"82612" 0.239 1971 0.766 0.473 403520 0.34 8.82e-05 "Eb" 0.129 -13.307 1 35 0.0456 121.534 "C"
"4672" 0.201 1945 0.879 0.188 201360 0.148 0 "G" 0.218 -16.086 1 19 0.0362 171.55 "D"
"37198" 0.335 2013 0.824 0.323 327773 0.327 0 "D" 0.101 -7.494 1 60 0.0411 81.329 "B"
"44776" 0.601 1957 0.895 0.611 497227 0.23 0.0867 "F" 0.0888 -14.329 1 21 0.0431 94.945 "C"
"6442" 0.252 1954 0.967 0.333 197200 0.126 1.77e-05 "Ab" 0.155 -13.425 1 42 0.0293 143.99 "B"
"151664" 0.876 2000 0.603 0.689 190293 0.959 3.89e-06 "G" 0.158 -6.482 1 34 0.0517 110.604 "C"
"37516" 0.413 2014 0.149 0.739 239209 0.769 0 "Bb" 0.492 -6.89 0 57 0.211 110.896 "B"
"102996" 0.968 1991 0.566 0.659 181894 0.44 0 "F" 0.259 -7.716 1 41 0.0388 123.687 "B"
"39472" 0.538 1930 0.348 0.38 407019 0.829 1.2e-06 "Db" 0.0856 -5.274 1 0 0.138 150.175 "D"
"67513" 0.72 1982 0.186 0.926 325803 0.78 3.09e-06 "E" 0.0933 -6.295 0 44 0.0909 114.542 "B"
"12971" 0.145 1986 0.639 0.492 258347 0.216 6.53e-05 "F" 0.0598 -16.121 1 49 0.0283 168.817 "B"
"23533" 0.572 1944 0.984 0.585 188067 0.148 0.159 "Ab" 0.105 -12.494 0 0 0.0624 96.06 "D"
"66737" 0.406 1978 0.181 0.487 382435 0.841 0.000469 "G" 0.116 -5.659 1 35 0.0912 125.018 "C"
"99877" 0.663 1976 0.00665 0.667 152293 0.686 0.301 "E" 0.0763 -6.659 0 32 0.0316 124.234 "C"
"100278" 0.984 1978 0.0809 0.783 233000 0.848 0.000645 "A" 0.115 -12.212 1 54 0.0397 105.823 "B"
"93346" 0.602 1940 0.986 0.479 148373 0.311 1.76e-05 "Db" 0.172 -10.39 1 0 0.0866 109.246 "D"
"36200" 0.692 2008 0.196 0.562 219693 0.862 0 "Db" 0.0962 -4.928 0 55 0.0439 86.998 "B"
"34871" 0.694 2001 0.0219 0.827 290440 0.532 2.91e-05 "D" 0.127 -4.775 1 54 0.302 87.257 "B"
"102289" 0.402 1988 0.103 0.316 219747 0.661 7.65e-05 "C" 0.378 -4.304 1 36 0.0321 79.985 "C"
"72283" 0.32 2006 0.02 0.422 232240 0.904 4.49e-06 "C" 0.686 -4.531 1 47 0.102 163.929 "B"
"86271" 0.794 1990 0.546 0.52 327707 0.892 0 "Gb" 0.184 -4.824 0 38 0.269 92.2 "C"
"25370" 0.838 1953 0.868 0.603 173760 0.169 0.894 "C" 0.145 -14.67 1 9 0.0475 122.96 "D"
"86911" 0.668 1993 1.13e-05 0.435 217173 0.895 0.0318 "Bb" 0.19 -8.7 1 42 0.0421 119.659 "B"
"89673" 0.139 2007 0.0049 0.299 179667 0.843 4.78e-06 "Db" 0.079 -3.841 1 50 0.0354 135.643 "B"
"8631" 0.613 1965 0.717 0.67 147307 0.272 0 "B" 0.178 -13.699 1 61 0.0704 117.996 "A"
"161141" 0.565 1972 0.703 0.514 334200 0.677 0.171 "F" 0.108 -7.369 1 26 0.207 80.586 "C"
"88294" 0.573 2000 0.651 0.386 149213 0.385 0 "C" 0.0759 -8.41 1 42 0.0397 137.598 "B"
"88985" 0.604 2004 0.093 0.408 117773 0.529 0.0317 "Bb" 0.231 -9.503 0 48 0.497 187.424 "B"
"24811" 0.64 1950 0.872 0.671 167067 0.32 1.73e-06 "Bb" 0.403 -16.636 0 9 0.398 81.596 "D"
"58858" 0.921 1936 0.989 0.646 167173 0.194 0.912 "Bb" 0.365 -18.395 1 0 0.039 96.582 "D"
"50353" 0.515 1985 0.799 0.431 165160 0.191 0 "C" 0.267 -16.537 1 42 0.042 81.7 "B"
"124139" 0.251 2017 0.115 0.395 294015 0.768 0.0204 "D" 0.286 -2.81 1 62 0.0311 142.016 "A"
"34460" 0.285 1999 0.716 0.393 329667 0.503 0 "C" 0.0981 -8.191 1 59 0.0425 87.84 "B"
"140944" 0.945 1930 0.905 0.843 169088 0.592 0 "Ab" 0.331 -9.665 1 0 0.0634 131.193 "D"
"128652" 0.189 1959 0.957 0.348 177267 0.184 0.00257 "F" 0.301 -14.313 1 16 0.028 80.854 "D"
"29783" 0.888 1976 0.48 0.574 68387 0.218 0 "D" 0.168 -14.09 1 43 0.0384 162.033 "B"
"90448" 0.703 2011 0.00482 0.697 228200 0.861 1.83e-06 "A" 0.41 -4.389 0 53 0.144 127.023 "B"
"7947" 0.533 1961 0.888 0.397 145920 0.132 0 "Ab" 0.372 -17.001 1 36 0.0345 116.196 "C"
"156234" 0.569 1948 0.992 0.617 195980 0.0798 2.79e-05 "Bb" 0.0788 -11.381 1 0 0.403 68.626 "D"
"138060" 0.57 2006 0.0423 0.652 269347 0.881 0 "Bb" 0.332 -4.416 0 48 0.346 85.047 "B"
"42849" 0.5 1948 0.867 0.643 113000 0.189 0.000101 "Db" 0.128 -18.408 1 0 0.961 158.481 "D"
"135907" 0.892 1995 0.255 0.739 218012 0.578 2.05e-05 "C" 0.13 -9.682 1 33 0.0878 140.278 "C"
"126682" 0.456 1949 0.955 0.31 181733 0.232 0 "G" 0.194 -11.053 1 0 0.0379 88.635 "D"
"74750" 0.252 2018 0.668 0.767 230578 0.379 0.000145 "C" 0.217 -10.348 1 70 0.0385 103.956 "A"
"72806" 0.771 2018 0.00089 0.555 402913 0.993 0.159 "Db" 0.037 -6.338 1 0 0.0657 134.991 "D"
"11652" 0.8 1980 0.201 0.791 279067 0.7 0.000312 "B" 0.0562 -6.96 1 59 0.0297 120.741 "B"
"73277" 0.902 2011 0.28 0.801 275751 0.546 0.929 "B" 0.141 -7.256 1 58 0.132 94 "B"
"48307" 0.5 1975 0.0654 0.359 252027 0.667 1.35e-06 "Bb" 0.0979 -12.597 1 38 0.0312 95.822 "C"
"114214" 0.7 1966 0.904 0.676 159693 0.386 0.212 "E" 0.194 -13.645 1 17 0.0277 110.912 "D"
"87077" 0.151 1994 0.906 0.435 276533 0.0737 4.83e-05 "E" 0.101 -19.406 1 38 0.0292 81.607 "C"
"95910" 0 1956 0.99 0.217 48333 0.00226 0.949 "Ab" 0.0743 -33.884 1 9 0.0384 73.734 "D"
"18066" 0.646 2012 0.000739 0.546 212653 0.651 0 "Db" 0.235 -7.601 1 67 0.3 77.878 "A"
"124022" 0.242 2016 0.405 0.699 106333 0.255 0.00242 "E" 0.0985 -8.647 0 57 0.0303 132.031 "B"
